Movie Name,Release Period,Whether Remake,Whether Franchise,Genre,New Actor,New Director,New Music Director,Lead Star,Director,Music Director,Number of Screens,Budget(INR),Revenue(INR),ProfitFactor,Year,Duration,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Straight,Normal,No,No,comedy,No,No,No,Vinay Pathak,Parvati Balagopalan,Sagar Desai,125,42500000,14800000,0.3482352941,2009,110,5.8,350,Parvati Balagopalan,Vinay Pathak,Gul Panag,Anuj Chaudhary
Money Hai Toh Honey Hai,Normal,No,No,comedy,No,No,Yes,Govinda,Ganesh Acharya,Sony Chandy,525,180000000,62625000,0.3479166667,2008,138,2.7,565,Ganesh Acharya,Govinda,Manoj Bajpayee,Aftab Shivdasani
Warning,Normal,No,No,thriller,Yes,Yes,No,Santosh Barmola,Gurmmeet Singh,Toshi - Sharib,450,100000000,34500000,0.345,2013,109,4.6,236,Gurmmeet Singh,Vishal Chaturvedi,Santosh Barmola,Jitin Gulati
Chef,Holiday,Yes,No,drama,No,No,No,Saif Ali Khan,Raja Krishna Menon,Raghu Dixit,1550,310000000,105495000,0.3403064516,2017,133,5.7,2229,Raja Menon,Saif Ali Khan,Padmapriya,Svar Kamble
Aligarh,Normal,No,No,drama,No,No,Yes,Manoj Bajpai,Hansal Mehta,Karan Kulkarni,450,110000000,37400000,0.34,2015,114,7.8,6402,Hansal Mehta,Manoj Bajpayee,Rajkummar Rao,Ashish Vidyarthi
Kasak,Holiday,No,No,drama,No,No,No,Lucky Ali,Rajiv Babbar,M.M. Kreem,75,15000000,5100000,0.34,2005,107,4.5,63,Rajiv Babbar,Lucky Ali,Meera,Puneet Issar
Youngistaan,Holiday,No,No,drama,No,Yes,No,Jacky Bhagnani,Syed Ahmed Afzal,Jeet Ganguly,1000,280000000,94500000,0.3375,2014,133,5.1,1843,Syed Ahmad Afzal,Jackky Bhagnani,Neha Sharma,Farooq Shaikh
C U At 9,Normal,No,No,suspense,Yes,Yes,Yes,Isaiah,Marlon Rodrigues,Tapas Relia,35,8000000,2700000,0.3375,2005,95,4.1,66,Marion Rodrigues,Isaiah,Malavikka,Kanksha
Neighbours,Holiday,No,No,horror,Yes,No,Yes,Sunny Singh,Shyam Ramsay,Deepak Shah,225,17500000,5900000,0.3371428571,2014,125,3.2,42,Shyam Ramsay,Sunny Singh,Hritu,Gavie Chahal
Mirch,Holiday,No,No,comedy,Yes,No,No,Arunoday Singh,Vinay Shukla,Monty Sharma,150,37500000,12600000,0.336,2010,105,6.5,855,Vinay Shukla,Arunoday Singh,Raima Sen,Konkona Sen Sharma
Detective Naani,Normal,No,No,drama,No,Yes,Yes,Rekha,Romilla Mukherjee,Romilla Mukherjee,100,25000000,8400000,0.336,2009,140,6.2,76,Romilla Mukherjee,Ava Mukherjee,Zain Khan,Simran Singh
Ghutan,Normal,No,No,horror,No,No,Yes,Aryan Vaid,Shyam Ramsay,Vishwanath Dixit,10,10000000,3300000,0.33,2007,126,4.9,51,Shyam Ramsay,Aryan Vaid,Tarun Arora,Pooja Bharti
Rocky,Normal,No,No,drama,No,No,No,Zayed Khan,Suresh Krishna,Himesh Reshammiya,225,92500000,30400000,0.3286486486,2006,125,3.9,317,Suresh Krishna,Zayed Khan,Isha Sharvani,Minissha Lamba
Angry Indian Goddesses,Normal,No,No,drama,No,Yes,Yes,Sarah Jane Dias,Pan Nalin,Swapnil Salkar,375,90000000,29200000,0.3244444444,2015,121,7,2749,Pan Nalin,Sarah Jane Dias,Rajshri Deshpande,Sandhya Mridul
Bin Bulaye Baraati,Normal,No,No,comedy,No,No,No,Aftab Shivdasani,Chandrakant Singh,Anand Raj Anand,500,100000000,32400000,0.324,2011,133,3.8,255,Chandrakant Singh,Naushaad Abbas,Rati Agnihotri,Shweta Bhardwaj
Maan Gaye Mughall-E-Azam,Holiday,No,No,comedy,No,No,No,Mallika Sherawat,Sanjay Chhel,Anu Malik,325,80000000,25872000,0.3234,2008,137,3.1,491,Sanjay Chhel,Mallika Sherawat,Rahul Bose,Paresh Rawal
O Teri,Holiday,No,No,comedy,No,Yes,Yes,Pulkit Samrat,Umesh Bist,G.J. Singh,900,150000000,48200000,0.3213333333,2014,107,3.3,584,Umesh Bist,Pulkit Samrat,Bilal Amrohi,Sarah Jane Dias
Chamku,Normal,No,No,action,No,No,No,Bobby Deol,Kabeer Kaushik,Monty Sharma,425,100000000,30967500,0.309675,2008,105,4,529,Kabeer Kaushik,Bobby Deol,Priyanka Chopra Jonas,Irrfan Khan
Fareb,Holiday,No,No,thriller,No,No,No,Manoj Bajpai,Deepak Tijori,Anu Malik,70,35000000,10834800,0.3095657143,2005,129,4.1,174,Deepak Tijori,Shilpa Shetty Kundra,Manoj Bajpayee,Shamita Shetty
Akaash Vani,Holiday,No,No,rom__com,No,No,No,Kartik Aryan,Luv Ranjan,Hitesh Sonik,450,100000000,30600000,0.306,2013,149,6.3,1857,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
Kuku Mathur Ki Jhand Ho Gayi,Normal,No,No,comedy,Yes,Yes,Yes,Siddharth Gupta,Aman Sachdeva,Parichay,600,65000000,19400000,0.2984615385,2014,109,5.3,243,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj
Knock Out,Holiday,No,No,thriller,No,No,No,Sanjay Dutt,Mani Shankar,Gourov Dasgupta,800,300000000,89425000,0.2980833333,2010,117,6,2096,Mani Shankar,Sanjay Dutt,Irrfan Khan,Kangana Ranaut
Silsiilay,Normal,No,No,drama,No,No,No,Jimmy Shergill,Khalid Mohamed,Himesh Reshammiya,125,60000000,17835500,0.2972583333,2005,134,4,696,Khalid Mohamed,Tabu,Bhoomika Chawla,Riya Sen
Tathastu,Holiday,No,No,drama,No,No,No,Sanjay Dutt,Anubhav Sinha,Vishal - Shekhar,250,110000000,32632500,0.2966590909,2006,113,4.4,460,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada
Dulha Mil Gaya,Normal,No,No,rom__com,No,Yes,No,Fardeen Khan,Mudassar Aziz,Pritam,550,220000000,64850000,0.2947727273,2010,152,4.2,2487,Mudassar Aziz,Sushmita Sen,Fardeen Khan,Ishita Sharma
Maharathi,Normal,No,No,drama,No,No,Yes,Naseeruddin Shah,Shivam Nair,Shibani Kashyap,300,95000000,28000000,0.2947368421,2008,114,7.1,976,Shivam Nair,Naseeruddin Shah,Om Puri,Boman Irani
Loot,Holiday,No,No,comedy,No,Yes,No,Govinda,Rajnish Thakur,Shabbir Ahmed,625,150000000,44100000,0.294,2011,110,3.3,303,Rajnish Thakur,Shweta Bhardwaj,Mimoh Chakraborty,Prem Chopra
Ankahee,Normal,No,No,thriller,No,No,No,Aftab Shivdasani,Vikram Bhatt,Pritam,125,60000000,17630000,0.2938333333,2006,151,4.1,366,Vikram Bhatt,Aftab Shivdasani,Ameesha Patel,Esha Deol
Jaane Kahan Se Aayi Hai,Normal,No,No,fantasy,No,Yes,No,Riteish Deshmukh,Milap Zaveri,Sajid - Wajid,425,180000000,52500000,0.2916666667,2010,94,3.8,570,Milap Zaveri,Priyanka Chopra Jonas,Akshay Kumar,Jacqueline Fernandez
Bangistan,Normal,No,No,comedy,No,Yes,No,Riteish Deshmukh,Karan Anshuman,Ram Sampath,700,290000000,83025000,0.2862931034,2015,135,4.5,1168,Karan Anshuman,Jacqueline Fernandez,Michalina Olszanska,Riteish Deshmukh
Raqeeb,Normal,No,No,thriller,No,Yes,No,Rahul Khanna,Anurag Singh,Pritam,190,62500000,17822500,0.28516,2007,124,4.2,283,Anurag Singh,Rahul Khanna,Sharman Joshi,Tanushree Dutta
One Night Stand,Holiday,No,No,thriller,No,Yes,No,Sunny Leone,Jasmine Moses,Vivek Kar,1050,170000000,48000000,0.2823529412,2016,97,3.1,1167,Jasmine D'Souza,Tanuj Virwani,Sunny Leone,Narendra Jetley
Dhoom Dadakka,Normal,No,No,comedy,No,No,No,Shaad Randhawa,Shashi Ranjan,Roop Kumar Rathod,250,50000000,14100000,0.282,2008,128,3.4,87,Shashi Ranjan,Jackie Shroff,Anupam Kher,Satish Shah
Kamaal Dhamaal Malamaal,Normal,No,No,comedy,No,No,No,Shreyas Talpade,Priyadarshan,Sajid - Wajid,950,320000000,90000000,0.28125,2012,148,4.1,750,Priyadarshan,Nana Patekar,Shreyas Talpade,Om Puri
Maximum,Normal,No,No,thriller,No,No,No,Naseeruddin Shah,Kabeer Kaushik,Amjad - Nadeem,625,150000000,41200000,0.2746666667,2012,110,4.7,202,Kabeer Kaushik,Sonu Sood,Naseeruddin Shah,Neha Dhupia
Bittoo Boss,Holiday,No,No,love_story,Yes,Yes,No,Pulkit Samrat,Supavitra Babul,Raghav Sachar,675,100000000,27200000,0.272,2012,116,4.1,365,Supavitra Babul,Pulkit Samrat,Rajesh Bakshi,Ujjwal Chopra
Hisss,Holiday,No,No,thriller,No,Yes,No,Mallika Sherawat,Jennifer Chambers Lynch,Salim - Sulaiman,650,280000000,75582500,0.2699375,2010,98,2.9,1661,Jennifer Lynch,Mallika Sherawat,Irrfan Khan,Jeff Doucette
Laal Rang,Normal,No,No,drama,No,No,Yes,Randeep Hooda,Syed Ahmed Afzal,Shiraz Uppal,825,100000000,26800000,0.268,2016,147,8,4340,Syed Ahmad Afzal,Randeep Hooda,Akshay Oberoi,Rajniesh Duggall
Ranchi Diaries,Normal,No,No,drama,No,Yes,No,Himansh Kohli,Sattwik Mohanty,Jeet Ganguly,575,42500000,11100000,0.2611764706,2017,93,7.3,81,Sattwik Mohanty,Soundarya Sharma,Pradeep Singh,Anupam Kher
Frozen,Holiday,No,No,drama,No,Yes,Yes,Danny Denzongpa,Shivajee Chandrabhushan,John P. Varkey,8,2500000,650000,0.26,2007,109,7.1,191,Shivajee Chandrabhushan,Danny Denzongpa,Gauri,Aungchuk
Aladin,Holiday,No,No,fantasy,No,No,No,Riteish Deshmukh,Sujoy Ghosh,Vishal - Shekhar,600,420000000,108950000,0.2594047619,2009,132,4.6,2839,Sujoy Ghosh,Amitabh Bachchan,Sanjay Dutt,Riteish Deshmukh
Miss Tanakpur Haazir Ho,Normal,No,No,drama,Yes,Yes,Yes,Anu Kapoor,Vinod Kapri,Sushmit Sen,450,60000000,15400000,0.2566666667,2015,154,5.4,323,Kapri Vinod,Anup Das,Rahul Bagga,Hrishitaa Bhatt
Ekkees Toppon Ki Salaami,Holiday,No,No,drama,No,Yes,No,Anupam Kher,Ravindra Gautam,Ram Sampath,450,75000000,19100000,0.2546666667,2014,140,6,502,Ravindra Gautam,Anupam Kher,Neha Dhupia,Divyendu Sharma
Rahasya,Normal,No,No,suspense,No,No,No,Kay Kay Menon,Manish Gupta,Ranjit Barot,325,60000000,15200000,0.2533333333,2015,123,7.6,4599,Manish Gupta,Kay Kay Menon,Ashish Vidyarthi,Tisca Chopra
Rush,Holiday,No,No,thriller,No,Yes,No,Emraan Hashmi,Shamin Desai,Pritam,800,180000000,45400000,0.2522222222,2012,110,3.7,837,Shamin Desai,Emraan Hashmi,Sagarika Ghatge,Neha Dhupia
Hazaaron Khwaishein Aisi,Holiday,No,No,drama,Yes,No,No,Shiney Ahuja,Sudhir Mishra,Shantanu Moitra,35,27500000,6900000,0.2509090909,2003,120,7.9,4744,Sudhir Mishra,Kay Kay Menon,Shiney Ahuja,Chitrangda Singh
The Blue Umbrella,Normal,No,No,drama,No,No,No,Pankaj Kapoor,Vishal Bhardwaj,Vishal Bhardwaj,50,20000000,5000000,0.25,2005,90,7.4,1952,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal
Acid Factory,Normal,Yes,No,thriller,No,No,Yes,Fardeen Khan,Suparn Verma,Manasi Scott,850,210000000,52000000,0.2476190476,2009,108,5,677,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee
Super Nani,Normal,No,No,drama,No,No,No,Rekha,Indra Kumar,Harshit Saxena,825,180000000,44100000,0.245,2014,133,4.6,398,Indra Kumar,Rekha,Sharman Joshi,Randhir Kapoor
Madhubaala,Normal,No,No,drama,No,No,No,Sameer Dharmadhikari,Shivram Yadav,Bappi - Tutal,35,20000000,4900000,0.245,2006,133,3.2,9,Shivram Yadav,Sameer Dharmadhikari,Gurpreet kaur Sodhi,Gurpreet Singh
John Day,Holiday,No,No,thriller,No,Yes,Yes,Randeep Hooda,Ahishor Solomon,Kshitij Tarey,525,90000000,21800000,0.2422222222,2013,138,5.6,831,Ahishor Solomon,Naseeruddin Shah,Randeep Hooda,Elena Kazan
Firaaq,Normal,No,No,drama,No,Yes,No,Naseeruddin Shah,Nandita Das,Piyush Kanojia,200,65000000,15700000,0.2415384615,2008,101,7.4,2081,Nandita Das,Inaamulhaq,Nassar,Shahana Goswami
I See You,Holiday,No,No,drama,No,Yes,No,Arjun Rampal,Vivek Agrawal,Vishal - Shekhar,125,80000000,19233750,0.240421875,2006,122,4.1,1119,Vivek b Agrawal,Arjun Rampal,Vipasha Agarwal,Chunky Panday
Wafaa,Normal,No,No,drama,No,No,No,Rajesh Khanna,Rakesh Sawant,Sayyed Ahmed,55,20000000,4800000,0.24,2008,120,3.7,77,Rakesh Sawant,Rajesh Khanna,Shahib Chopra,Laila Khan
Tum Milo Toh Sahi,Holiday,No,No,drama,No,No,No,Nana Patekar,Kabir Sadanand,Sandesh Shandilya,400,120000000,28600000,0.2383333333,2010,128,5.6,463,Kabir Sadanand,Nana Patekar,Dimple Kapadia,Sunil Shetty
Hello Darling,Normal,No,No,comedy,No,Yes,No,Gul Panag,Manoj Tiwari,Pritam,475,110000000,26200000,0.2381818182,2010,104,2.7,115,Manoj Shidheshwari Tiwari,Gul Panag,Celina Jaitly,Isha Koppikar
Dear Vs Bear,Normal,No,No,thriller,Yes,Yes,Yes,Uttar Kumar,Sanjeev Vedwan,A.R. Saxena,30,4000000,950000,0.2375,2014,145,6.6,18,Sanjeev Vedwan,Uttar Kumar,Kavita Joshi,Manoj Bakshi
Siskiyaan,Holiday,No,No,thriller,No,No,No,Neha Dhupia,Ashwini Chaudhary,Dilip Sen - Sameer Sen,65,22500000,5300000,0.2355555556,2005,125,5.1,73,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar,Sonu Sood
Behen Hogi Teri,Normal,No,No,comedy,No,Yes,Yes,Rajkummar Rao,Ajay K. Pannanlal,Jam 8,750,130000000,30600000,0.2353846154,2017,128,5.6,1873,Ajay Pannalal,Arvind Singh Rajpoot,Rajkummar Rao,Shruti Haasan
Kuch Kuch Locha Hai,Holiday,No,No,comedy,No,No,No,Sunny Leone,Devang Dholakia,Amjad - Nadeem,1250,150000000,35100000,0.234,2015,143,2.5,794,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
Ankhon Dekhi,Normal,No,No,drama,No,No,No,Sanjay Mishra,Rajat Kapoor,Sagar Desai,150,47500000,11100000,0.2336842105,2013,107,8,10673,Rajat Kapoor,Sanjay Mishra,Seema Bhargava,Rajat Kapoor
Dhokha,Normal,No,No,drama,Yes,No,No,Muzammil Ibrahim,Pooja Bhatt,M.M. Kreem,125,45000000,10500000,0.2333333333,2007,117,6.2,455,Pooja Bhatt,Muzamil Ibrahim,Tulip Joshi,Aushima Sawhney
Turning 30!!!,Holiday,No,No,drama,No,Yes,No,Purab Kohli,Alankrita Shrivastava,Siddharth - Suhas,175,70000000,16300000,0.2328571429,2011,121,5.1,369,Alankrita Shrivastava,Gul Panag,Purab Kohli,Sid Makkar
Khamoshh... Khauff Ki Raat,Holiday,No,No,thriller,No,No,No,Shilpa Shetty,Deepak Tijori,Jatin - Lalit,110,45000000,10400000,0.2311111111,2005,123,3.3,245,Deepak Tijori,Shilpa Shetty Kundra,Juhi Chawla,Shawar Ali
Patel Ki Punjabi Shaadi,Normal,No,No,comedy,No,No,No,Rishi Kapoor,Sanjay Chhel,Lalit Pandit,725,110000000,25356250,0.2305113636,2017,120,4.1,342,Sanjay Chhel,Rishi Kapoor,Paresh Rawal,Vir Das
Undertrial,Holiday,No,No,drama,No,Yes,No,Rajpal Yadav,Aziz Khan,Anu Malik,60,20000000,4600000,0.23,2007,142,6.6,242,Aziz Khan,Rajpal Yadav,Kader Khan,Prem Chopra
Chal Chala Chal,Holiday,No,No,comedy,No,No,No,Govinda,T.K. Rajiv Kumar,Anu Malik,150,80000000,17800000,0.2225,2009,138,4.6,292,Rajeev Kumar,Asrani,Asif Basra,Kaluram Dhobale
Kaanchi,Normal,No,No,drama,Yes,No,No,Mishti,Subhash Ghai,Salim - Sulaiman,1250,240000000,53000000,0.2208333333,2014,151,4.2,590,Subhash Ghai,Mishti,Kartik Aaryan,Rishi Kapoor
Jackpot,Normal,No,No,thriller,No,No,Yes,Sachiin Joshi,Kaizad Gustad,Itek Bhutani,1200,270000000,59200000,0.2192592593,2013,132,2,721,Kaizad Gustad,Naseeruddin Shah,Sunny Leone,Sachiin Joshi
What The Fish,Normal,No,No,comedy,No,Yes,Yes,Dimple Kapadia,Gurmmeet Singh,Amartya Rahut,350,45000000,9800000,0.2177777778,2013,98,5,191,Gurmmeet Singh,Manu Rishi Chadha,Naresh Gosain,Dimple Kapadia
Tera Intezaar,Holiday,No,No,love_story,No,Yes,Yes,Arbaaz Khan,Rajeev Walia,Raaj Aashoo,1050,110000000,23900000,0.2172727273,2017,108,1.8,262,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh
Om Dar-B-Dar,Normal,No,No,drama,Yes,Yes,No,Anita Kanwal,Kamal Swaroop,Rajat Dholakia,10,1500000,325000,0.2166666667,1988,101,7.1,438,Kamal Swaroop,Anita Kanwar,Gopi Desai,Lalit Tiwari
Click,Holiday,No,No,horror,No,No,No,Shreyas Talpade,Sangeeth Sivan,Shamir Tandon,350,75000000,16200000,0.216,2010,127,3.5,317,Sangeeth Sivan,Shreyas Talpade,Sada,Sneha Ullal
Shagird,Normal,No,No,drama,No,No,No,Nana Patekar,Tigmanshu Dhulia,Abhishek Ray,450,120000000,25900000,0.2158333333,2011,143,7.1,1946,Tigmanshu Dhulia,Nana Patekar,Mohit Ahlawat,Rimi Sen
Sorry Bhai!,Normal,No,No,rom__com,No,No,No,Sharman Joshi,Onir,Vivek Philip,250,90000000,19400000,0.2155555556,2008,154,6.1,1019,Onir,Shabana Azmi,Boman Irani,Sanjay Suri
Issaq,Normal,No,No,love_story,No,No,No,Prateik Babbar,Manish Tiwary,Sachin Gupta,975,250000000,53700000,0.2148,2013,148,4.5,439,Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan
Chala Mussaddi - Office Office,Normal,No,No,comedy,No,No,No,Pankaj Kapoor,Rajiv Mehra,Sajid - Wajid,350,65000000,13900000,0.2138461538,2011,60,6.1,346,Rajiv Mehra,Deven Bhojani,Makrand Deshpande,Vinay Jain
Ladies Tailor,Normal,No,No,comedy,No,Yes,Yes,Rajpal Yadav,Uday Kant,Nishadh Chandra,25,25000000,5300000,0.212,2006,117,3.6,125,Udyakanth,Javed Abdi,Krishna Bhatt,Preeti Bhutani
Desi Kattey,Normal,No,No,action,No,No,No,Suneil Shetty,Anand Kumar,Kailash Kher,1150,120000000,25200000,0.21,2014,139,4,126,Kumar Anand,Akhil Kapur,Tia Bajpai,Jay Bhanushali
Yehi Hai Zindagi,Normal,No,No,drama,No,No,Yes,Gracy Singh,Ajay Panesekar,Arvind Haldipur,25,10000000,2100000,0.21,1977,133,6.4,115,K.S. Sethumadhavan,Sanjeev Kumar,Utpal Dutt,David Abraham
Morning Walk,Normal,No,No,drama,No,Yes,No,Anupam Kher,Arup Dutta,Jeet Ganguly,100,27500000,5700000,0.2072727273,2009,105,4.7,61,Arup Dutta,Nargis Bagheri,Divya Dutta,Avika Gor
Love Breakups Zindagi,Normal,No,No,love_story,No,Yes,No,Zayed Khan,Sahil Sangha,Salim - Sulaiman,325,100000000,20600000,0.206,2011,156,5.8,1006,Sahil Sangha,Zayed Khan,Dia Mirza,Cyrus Sahukar
Kismet Love Paisa Dilli,Normal,No,No,rom__com,No,No,No,Vivek Oberoi,Sanjay Khanduri,Amjad - Nadeem,825,160000000,32700000,0.204375,2012,129,4.2,557,Sanjay M. Khanduri,Vivek Oberoi,Mallika Sherawat,Neha Dhupia
Toonpur Ka Superrhero,Holiday,No,No,fantasy,No,Yes,No,Ajay Devgn,Kireet Khurana,Anu Malik,500,250000000,51046250,0.204185,2010,95,4.2,746,Kireet Khurana,Ajay Devgn,Kajol,Ameya Pandya
Satya 2,Holiday,No,Yes,thriller,Yes,No,No,Puneet Singh Ratn,Ram Gopal Verma,Nitin Raikwar,750,140000000,28400000,0.2028571429,2013,142,5.9,940,Ram Gopal Varma,Puneet Singh Ratn,Sharwanand,Anaika Soti
My Friend Pinto,Normal,No,No,drama,Yes,Yes,No,Prateik Babbar,Raghav Dar,Ajay - Atul,375,90000000,18100000,0.2011111111,2011,100,5.3,348,Raaghav Dar,Prateik,Kalki Koechlin,Arjun Mathur
Dansh,Normal,No,No,drama,No,Yes,Yes,Kay Kay Menon,Kanika Verma,Faizal Qureshi,25,5000000,1000000,0.2,2018,85,8.3,9,Balmukund Tripathi,Abhishek Brahmachari,Ajay Dubey,Harsh Gupta
Water,Normal,No,No,drama,No,No,No,John Abraham,Deepa Mehta,A.R. Rehman,175,120000000,23600000,0.1966666667,2005,117,7.7,14461,Deepa Mehta,Lisa Ray,John Abraham,Seema Biswas
Khelein Hum Jee Jaan Sey,Normal,No,No,drama,No,No,No,Abhishek Bachchan,Ashutosh Gowariker,Sohail Sen,750,390000000,76653750,0.1965480769,2010,168,5.8,1249,Ashutosh Gowariker,Abhishek Bachchan,Deepika Padukone,Sikandar Kher
Fox,Normal,No,No,thriller,No,No,No,Sunny Deol,Deepak Tijori,Monty Sharma,475,200000000,39200000,0.196,2009,145,5.2,553,Deepak Tijori,Arjun Rampal,Sunny Deol,Udita Goswami
Loveshhuda,Holiday,No,No,rom__com,No,Yes,No,Girish Taurani,Vaibhav Misra,Mithoon,900,220000000,42912500,0.1950568182,2016,133,4.5,552,Vaibhav Misra,Girish Taurani,Navneet Kaur Dhillon,Tisca Chopra
Naughty @ 40,Holiday,No,No,comedy,No,No,No,Govinda,Jag Mundhra,Monty Sharma,425,100000000,19400000,0.194,2011,108,2.5,290,Jag Mundhra,Govinda,Yuvika Chaudhary,Anupam Kher
Aashayein,Normal,No,No,drama,No,No,No,John Abraham,Nagesh Kukunoor,Salim - Sulaiman,425,180000000,34675000,0.1926388889,2010,120,7.1,1259,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
Bumm Bumm Bole,Normal,No,No,drama,No,No,Yes,Atul Kulkarni,Priyadarshan,M.G. Sreekumar,325,70000000,13400000,0.1914285714,2010,124,6.1,616,Priyadarshan,Atul Kulkarni,Rituparna Sengupta,Darsheel Safary
Aryan,Normal,No,No,drama,No,Yes,No,Sohail Khan,Abhishek Kapoor,Anand Raj Anand,125,70000000,13400000,0.1914285714,1988,181,7,283,Priyadarshan,Mohanlal,Ramya Krishnan,Bob Christo
Barah Aana,Normal,No,No,drama,No,No,No,Naseeruddin Shah,Raja Krishna Menon,Shri Rangaras,125,45000000,8600000,0.1911111111,2009,97,6.8,1166,Raja Menon,Naseeruddin Shah,Vijay Raaz,Arjun Mathur
Maatr,Normal,No,No,drama,No,Yes,Yes,Raveena Tandon,Ashtar Sayed,Fuzon,650,85000000,16200000,0.1905882353,2017,113,4.5,399,Ashtar Sayed,Raveena Tandon,Madhur Mittal,Anurag Arora
Chalk N Duster,Holiday,No,No,drama,No,No,No,Shabana Azmi,Jayant Gilatar,Sandesh Shandilya,450,120000000,22200000,0.185,2016,130,6.5,676,Jayant Gilatar,Richa Chadha,Shabana Azmi,Arya Babbar
Kisaan,Normal,No,No,drama,No,No,No,Arbaaz Khan,Puneet Sira,Daboo Malik,525,150000000,27600000,0.184,2009,100,5.3,286,Puneet Sira,Jackie Shroff,Sohail Khan,Arbaaz Khan
The Film Emotional Atyachar,Normal,No,No,drama,No,Yes,Yes,Mohit Ahlawat,Akshay Shere,Mangesh Dhakde,300,60000000,11000000,0.1833333333,2010,87,6,291,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan
Damadamm!,Holiday,No,No,comedy,No,Yes,No,Himesh Reshammiya,Swapna Joshi,Himesh Reshammiya,225,50000000,9100000,0.182,2011,122,4,406,Swapna Joshi,Himesh Reshammiya,Sonal Sehgal,Purbi Joshi
Happy Husbands,Normal,No,No,comedy,Yes,Yes,Yes,Anay,Anay,Anay,175,30000000,5400000,0.18,2011,134,3.2,22,Jaiveer,Anay,Kurush Deboo,Mohit Ghai
One By Two,Normal,No,No,rom__com,No,Yes,No,Abhay Deol,Devika Bhagat,Shankar - Ehsaan - Loy,500,210000000,37700000,0.1795238095,2014,139,4.2,722,Devika Bhagat,Abhay Deol,Preeti Desai,Lillete Dubey
Bas Ek Pal,Normal,No,No,drama,No,Yes,Yes,Jimmy Shergill,Onir,Vivek Philip,70,47500000,8400000,0.1768421053,2006,150,5.9,503,Onir,Juhi Chawla,Urmila Matondkar,Jimmy Sheirgill
Don Muthu Swami,Normal,No,No,comedy,No,No,No,Mithun Chakraborty,Ashim Samanta,Anu Malik,200,47500000,8400000,0.1768421053,2008,112,4.7,60,Ashim S. Samanta,Mithun Chakraborty,Ali Asgar,Arun Bakshi
Speed,Holiday,Yes,No,thriller,No,No,No,Zayed Khan,Vikram Bhatt,Pritam,200,90000000,15800000,0.1755555556,2007,102,2.9,513,Vikram Bhatt,Urmila Matondkar,Sanjay Suri,Zayed Khan
A Journey Of Samyak Buddha,Normal,No,No,drama,Yes,Yes,Yes,Abhishek Urade,Pravin Damle,Pravin Damle,8,2000000,350000,0.175,2013,127,7.3,17,Praveen Damle,Geeta Agrawal,Jyoti Bagat,Gautam Dhengare
The Stoneman Murders,Holiday,No,No,suspense,No,Yes,No,Kay Kay Menon,Manish Gupta,Siddharth - Suhas,175,47500000,8300000,0.1747368421,2009,95,7.4,2808,Manish Gupta,Kay Kay Menon,Arbaaz Khan,Rukhsar Rehman
Khullam Khulla Pyaar Karen,Holiday,No,No,comedy,No,No,No,Govinda,Harmesh Malhotra,Anand - Milind,60,67500000,11787500,0.1746296296,2005,155,4.1,320,Harmesh Malhotra,Govinda,Preity Zinta,Prem Chopra
Gang Of Ghosts,Normal,No,No,comedy,No,No,No,Sharman Joshi,Satish Kaushik,Dharam - Sandeep,900,160000000,27930000,0.1745625,2014,128,3.6,376,Satish Kaushik,Sharman Joshi,Mahie Gill,Asrani
Lakeer Ka Fakeer,Normal,No,No,drama,No,Yes,Yes,Ajaz Khan,Zubair Khan,Dilshad,60,12500000,2175000,0.174,2013,113,5.4,129,Zubair Khan,Vicky Ahuja,Saaikat Bagbaan,Ajaz Khan
Via Darjeeling,Normal,No,No,thriller,No,Yes,Yes,Sonali Kulkarni,Arindam Nandy,Prabuddha Banerjee,75,15000000,2600000,0.1733333333,2008,104,5.4,159,Arindam Nandy,Kay Kay Menon,Sonali Kulkarni,Parvin Dabas
Shakal Pe Mat Ja,Normal,No,No,comedy,No,Yes,No,Shubh,Shubh,Salim - Sulaiman,275,40000000,6900000,0.1725,2011,140,4.9,39,Shubh Mukherjee,Shubh Mukherjee,Pratik Katare,Harsh Parekh
Mehbooba,Normal,No,No,love_story,No,No,No,Sanjay Dutt,Afzal Khan,Ismail Darbar,425,220000000,37850000,0.1720454545,2008,163,3.5,351,Tabrez Hashmi,Afzal Khan,Sanjay Dutt,Manisha Koirala
Ek Se Bure Do,Holiday,No,No,comedy,No,Yes,No,Arshad Warsi,Tarique Khan,Ravi Pawar,100,60000000,10300000,0.1716666667,2009,180,4.3,62,Tariq Khan,Anita,Lankesh Bhardwaj,Snehal Dabi
